Agent Name,Phone,Email,Address,ID,Submission Year,Submission Year File Number
 Continental Stock Transfer & Trust Co., (212) 845-5226, mvaz@continentalstock.com," 1 State Street, 30th Floor New York, NY 10004",IDIG,2022,1
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2021,1
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2021,2
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2021,3
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2021,4
 iEntertainment Network Inc.,,,,IENT,2021,5
 iEntertainment Network Inc.,,,,IENT,2021,6
 iEntertainment Network Inc.,,,,IENT,2021,7
 iEntertainment Network Inc.,,,,IENT,2021,8
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2022,1
 iEntertainment Network Inc., 919-238-4090, CustomerService@IENT.com," 100 Club Drive, Suite 203, Burnsville, NC, 28714",IENT,2022,2
 Vstock Transfer, (212) 828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY 11598",IFAN,2021,1
 Vstock Transfer, (212) 828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY 11598",IFAN,2021,2
 Vstock Transfer, (212) 828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY 11598",IFAN,2022,1
 Vstock Transfer, (212) 828-8436, info@vstocktransfer.com," 18 Lafayette Place, Woodmere, NY",IFAN,2022,2
 Pacific Stock Transfer Company, 702-361-3033, Luke@pacificstocktransfer.com," 6725 Via Austi Pkwy, ste 300, Las Vegas, NV 89119",IFUS,2021,2
 Pacific Stock Transfer Company, 702-361-3033, Luke@pacificstocktransfer.com," 6725 Via Austi Pkwy, ste 300, Las Vegas, NV 89119",IFUS,2021,3
 Pacific Stock Transfer Company, 702-361-3033, Luke@pacificstocktransfer.com," 6725 Via Austi Pkwy, ste 300, Las Vegas, NV 89119",IFUS,2022,1
" Clear Trust, LLC", 813.235.4490 Fax: 813.388.4549, inbox @cleartrust.com," 16540 Pointe Village Dr., Ste 206, Lutz, FL 33558",IFXY,2021,2
" Clear Trust, LLC", 813.235.4490 Fax: 813.388.4549, inbox @cleartrust.com," 16540 Pointe Village Dr., Ste 206, Lutz, FL 33558",IFXY,2021,3
" Clear Trust, LLC", 813.235.4490 Fax: 813.388.4549, inbox @cleartrust.com," 16540 Pointe Village Dr., Ste 206, Lutz, FL 33558",IFXY,2021,5
,,,,IGSC,2021,1
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite 220, Addison, TX 75001",IGSC,2022,1
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite 220, Addison, TX 75001",IGSC,2022,2
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite 220, Addison, TX 75001",IGSC,2022,3
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite 220, Addison, TX 75001",IGSC,2022,4
" Signature Stock Transfer, Inc.", 972-612-4120, info@signaturestocktransfer.com," 14673 Midway Road, Suite 220, Addison, TX 75001",IGSC,2022,5
" Transfer Online, Inc.", 503-227-2950, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2021,1
" Transfer Online, Inc.", 503-227-2950, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2021,2
" Transfer Online, Inc.", 503-227-2950, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2021,3
" Transfer Online, Inc.", 503-227-2950, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2021,4
" Transfer Online, Inc.", 503-227-2950, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2021,5
" Transfer online, Inc.", 503-227-2650, Carolyn@transferonline.com," 512 SE Salmon St, Portland, OR 97214",IHGP,2022,1
 Transfer online, 503-227-2950, info@transferonline.com," 512 SE Salmon Street, Portland OR 97214",IHGP,2023,1
 Securities Transfer Corporation, 1 469-633-0101, PStephan@stctransfer.com," 2901 Dallas Pkwy Suite 380, Plano, TX 75093, United States",IKTO,2021,1
 Securities Transfer Corporation, 1 469-633-0101, PStephan@stctransfer.com," 2901 Dallas Pkwy Suite 380, Plano, TX 75093, United States",IKTO,2021,2
" Clear Trust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Suite 205, Lutz, FL 33558",ILST,2021,2
" Clear Trust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Suite 205, Lutz, FL 33558",ILST,2021,3
" Clear Trust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Suite 205, Lutz, FL 33558",ILST,2022,1
" Clear Trust, LLC", 813.235.4490, inbox@cleartrusttransfer.com," 16540 Pointe Village Dr., Suite 205, Lutz, FL 33558",ILST,2022,2
 Mountain Share Transfer LLC, 404 474 3110, accounting @ mountainsharetransfer.com," 2030 Powers Ferry Rd SE, Suite 212, Atlanta, GA 30339",INOQ,2021,3
 Mountain Share Transfer LLC, 404 474 3110, accounting @ mountainsharetransfer.com," 2030 Powers Ferry Rd SE, Suite 212, Atlanta, GA 30339",INOQ,2022,1
 Action Stock Transfer Corp, 801-274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",INSO,2021,1
 Action Stock Transfer Corp, 801-274-1088, jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",INSO,2021,2
 AMERICAN STOCK TRANSFER &TRUST COMPANY, 718-921-8300, WWW.ASTFINANCIAL.COM, 6201 15' AVE.,INTO,2021,2
 Nevada Agency and Transfer Company, 775-322-0626, tiffany@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",ITNF,2021,2
 Nevada Agency and Transfer Company, 775-322-0626, tiffany@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",ITNF,2022,1
 Action Stock Transfer Corp., 801-274-1088, jb@actionstocktransfer.com,,ITVI,2022,2
 Action Stock Transfer Corp., 801-274-1088, jb@actionstocktransfer.com,,ITVI,2022,3
" Liberty Stock Transfer, Inc.", (732) 372-0707, inf libertystocktransfer.com," 1041 Highw. ite 310, Atlantic Highlands. NJ 0771",JAMN,2021,1
" Liberty Stock Transfer, Inc.", (732) 372-0707, info@@libertystocktransfer.com," 788 Shrewsbury Ave., Suite 2163, Tinton Falls, NJ 07724",JAMN,2022,1
,,,,JGHG,2021,1
 Pacific Stock Transfer, (702) 361-3033, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,1
 Pacific Stock Transfer, (702) 361-3033, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,2
 Pacific Stock Transfer, (702) 361-3033, info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,3
 Colonial Stock Transfer, (801) 355-5740, Jasoncarter@colonialstock.com," 66 Exchange Place, Suite 100, SLC, UT 84111",JMTM,2021,5
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,1
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,2
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,3
 Madison Stock Transfer, 718.627.4453,, 2500 Coney Island Avenue,KAST,2021,1
 Madison Stock Transfer, 718.627.4453,, 2500 Coney Island Avenue,KAST,2021,2
 Madison Stock Transfer, 718.627.4453, Mike Ajzenman <info@madisonstocktransfer.com>, 2500 Coney Island Avenue,KAST,2022,1
 Madison Stock Transfer, 718.627.4453, Mike Ajzenman <info@madisonstocktransfer.com>, 2500 Coney Island Avenue,KAST,2023,2
 Madison Stock Transfer, 718.627.4453,, 2500 Coney Island Avenue,KAST,2023,3
 Transfer Online, 503.227.2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2021,1
 Transfer Online, 503.227.2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2021,2
 Transfer Online, 503.227.2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2021,4
 Transfer Online, 503.227.2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2021,5
 Transfer Online, 503.2272950, www.transferonline.com, 512 SE Salmon St.,KLYG,2022,1
 Transfer Online, 503.227.2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2022,2
 Transfer Online, (503) 227-2950, www.transferonline.com, 512 SE Salmon St.,KLYG,2023,1
,,,,KMGH,2021,1
,,,,KMGH,2022,1
 Action Stock Transfer Company, (801) 274-1088, action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Ste. 214, Salt Lake City, UT 84121",KWIK,2021,1
" Broadridge Financial Solutions, Inc.",  (631)-257-4154, Christina.Sotiriou @ broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15"" Floor | Newark, NJ 07102",LBAS,2021,3
" Broadridge Financial Solutions, Inc.", (631) 257-4154, Christina .Sotiriou @broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15'"" Floor | Newark, NJ 07102",LBAS,2022,1
" Broadridge Financial Solutions, Inc.", (631) 257-4154, Christina .Sotiriou @broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15'"" Floor | Newark, NJ 07102",LBAS,2022,3
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1st Fl, Salt Lake City, UT 84111",LBTD,2021,1
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1st Fl, Salt Lake City, UT 84111",LBTD,2021,2
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,1
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,2
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,3
" Colonial Stock Transfer Co, Inc.", (801) 355-5740, info@colonialstock.com," 66 Exchange PI 1°‘ Fl, Salt Lake City, UT 84111",LBTD,2022,4
" Madison Stock Transfer, Inc.", (718) 627-4453, info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2021,1
" Madison Stock Transfer, Inc.", (718) 627-4453, info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2021,2
" Madison Stock Transfer, Inc.", (718) 627-4453, info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2022,1
" Vstock Transfer, LLC", 212.828.8436, info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,13
" Vstock Transfer, LLC", 212.828.8436, info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,14
" Vstock Transfer, LLC", 212.828.8436, info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,15
 Globex Transfer Inc., (813) 344-4490, mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,1
 Globex Transfer Inc., (813) 344-4490, mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,2
 Globex Transfer Inc., (813) 344-4490, mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,5
 Globex Transfer Inc., (813) 344-4490, mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,6
 Signature Stock Transfer Inc., (972) 612-4120, jason@signaturestocktransfer.com," 14673 Midway Road, Suite #220",LVYN,2022,1
 Action Stock Transfer, 801-274-1088, job@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",LWLW,2022,1
 Action Stock Transfer, 801-274-1088, job@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",LWLW,2022,2
 Action Stock Transfer Corporation, (801) 274-1088, action@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",MBCI,2021,1
 Computershare Investor Services, 201-680-4236, Marleen.Grandeson-Mills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2021,3
 Computershare Investor Services, 201-680-4236, Marleen.Grandeson-Mills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2021,4
 Computershare Investor Services, 201-680-4236, Marleen.Grandeson-Mills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2022,1
 Manhattan Transfer Registrar Co., 631-928-7655, dcarlo@mtrco.com," 38B Sheep Pasture Road, Port Jefferson, NY 11777",MDCE,2021,1
 Manhattan Transfer Registrar Co., 631-928-7655, dcarlo@mtrco.com," 38B Sheep Pasture Road, Port Jefferson, NY 11777",MDCE,2021,2
,,,,MDCE,2022,2
 Pacific Stock Transfer, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2021,4
 Pacific Stock Transfer, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2021,5
 Pacific Stock Transfer, 800-785-7782, info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2022,5
 Broadridge Financial Solutions Inc., 610-649-7300, www.broadridge.com," 51 Mercedes Way, Suite 1300, Philadelphia, PA 11717",MHYR,2021,1
 Broadridge Financial Solutions Inc., 610-649-7300, www.broadridge.com," 51 Mercedes Way, Suite 1300, Philadelphia, PA 11717",MHYR,2021,2
" Vstock Transfer, LLC", (212) 828-8436, Thomas@Vstocktransfer.com," 18 Lafayette Place Woodmire, NY 11598",MLCG,2021,1
" Vstock Transfer, LLC", (212) 828-8436, Thomas@Vstocktransfer.com," 18 Lafayette Place Woodmire, NY 11598",MLCG,2021,3
,,,,MLCG,2022,1
,,,,MLCG,2022,2
 Securities Transfer Corporation, (469) 633-0101, info@stctransfer.com," 2901 N Dallas Parkway, Suite 380, Plano, TX 75093",MOCI,2021,1
 Securities Transfer Corporation, (469) 633-0101, info@stctransfer.com," 2901 N Dallas Parkway, Suite 380, Plano, TX 75093",MOCI,2022,1
 Corporate Stock Transfer, 303-282-4800, vickie.quidry @ equiniti.com," 3200 Cherry Creek Drive S #430, Denver, CO 80209",MRDH,2021,1
, 303-282-4800, vickie.quidry @ equiniti.com,,MRDH,2022,1
 MANHATTAN TRANSFER REGISTAR CO, (631) 928 7655, dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2021,1
 MANHATTAN TRANSFER REGISTAR CO, (631) 928 7655, dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2021,2
 MANHATTAN TRANSFER REGISTAR CO, (631) 928 7655, dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2022,2
 MANHATTAN TRANSFER REGISTAR CO, (631) 928 7655, dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2022,3
" Olde Monmouth Stock Transfer Co., Inc.", 732 872-2727, matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2021,1
" Olde Monmouth Stock Transfer Co., Inc.", 732 872-2727, matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2021,2
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2022,1
" Olde Monmouth Stock Transfer Co., Inc.", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2022,2
 Issuer Direct, 919-744-2722, info @issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",MWWC,2021,1
 Issuer Direct, 919-744-2722, info @issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",MWWC,2021,2
 Transfer Online, (503) 227-2950, info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,1
 Transfer Online, (503) 227-2950, info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,3
 Transfer Online, (503) 227-2950, info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,4
,,,,MYSN,2022,1
 Action Stock Transfer Corporation, (801) 274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2021,1
 Action Stock Transfer Corporation, (801) 274-1088, jb @actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,2
 Action Stock Transfer Corporation, (801) 274-1088, jb @actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,3
 Action Stock Transfer Corporation, (801) 274-1088, jb @ actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,4
 Securities Transfer Corporation, (469) 633-0101, stc @stctransfer.com," 2901 N. Dallas Pkwy., Suite 380, Plano, TX 75093",NDTP,2023,1
 Issuer Direct Corporation, 801-272-9294, Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2021,1
 Issuer Direct Corporation, 801-272-9294, Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2021,2
 Issuer Direct Corporation, 014 272 9294, Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2022,1
 Colonial Stock Transfer Company, +1 801-355-5740, info@colonialstock.com,,NGRC,2021,1
 Colonial Stock Transfer Company, +1 801-355-5740, info@colonialstock.com,,NGRC,2022,1
 Empire Stock Transfer, (702) 818 5898, info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2021,1
 Empire Stock Transfer, (702) 818 5898, info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2021,2
 Empire Stock Transfer, (702) 818 5898, info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2022,1
 Pacific Stock Transfer Company, (702) 361-3033, Paul Bednar <paul acificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,1
 Pacific Stock Transfer Company, (702) 361-3033, Paul Bednar <paul acificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,2
 Pacific Stock Transfer Company, (702) 361-3033, Paul Bednar <paul acificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,3
 Pacific Stock Transfer Company, (702) 361-3033, Paul Bednar <paul@pacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2022,1
 Pacific Stock Transfer Company, (702) 361-3033, Paul Bednar <paul acificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2022,2
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2021,1
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2021,2
 Pacific Stock Transfer Company, 800-785-7782, paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2022,1
 Action Stock Transfer Corporation, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2021,1
 Action Stock Transfer Corporation, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2021,2
 Action Stock Transfer Corporation, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2022,1
" Mountain Share Transfer, LLC", (404)-474-3110, service @ mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2021,2
" Mountain Share Transfer, LLC", (404)-474-3110, service @ mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2021,3
" Mountain Share Transfer, LLC", (404)-474-3110, service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2022,1
" Mountain Share Transfer, LLC",  (404)-474-3110, service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2023,1
" Mountain Share Transfer, LLC", (404)-474-3110, service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2023,2
 American Stock Transfer & Trust Company, 718-921-8288, pcaroppoli@astfinancial.com," 6201 15"" Avenue, Brooklyn, NY 112219",NSTM,2021,1
 American Stock Transfer & Trust Company, 718-921-8288, pcaroppoli@astfinancial.com," 6201 15"" Avenue, Brooklyn, NY 112219",NSTM,2022,1
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,1
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,2
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,3
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt@oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,4
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt@oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,5
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt@oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,6
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt@oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2021,7
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2022,1
" Olde Monmouth Stock Transfer Co., Inc", (732) 872-2727, matt @oldemonmouth.com," 200 Memorial Pkwy, Atlantic Heights, NJ 07716",NUGN,2022,2
,,,,NWPG,2022,1
 Heritage U.S. Transfer Corp., 416-363-1240, heritagetransferagency@qmail.com," 80 Richmond St West, Suite 501, Toronto Ontario Canada M5H2A4",NWPG,2023,1
 Nevada Agency and Transfer Company, 775-322-0626, tiffany@natco.com," 50 West Liberty Street, Suite 880",NXGM,2021,1
 Nevada Agency and Transfer Company, 775-322-0626, tiffany@natco.com," 50 West Liberty Street, Suite 880",NXGM,2021,2
 Odyssey Trust Company, 403-850-8226, jvillareal@odysseytrust.com, Stock Exchange Tower 1230,NXGM,2022,1
 Pacific Stock Transfer Company, 702-581-8475, paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",OCLG,2021,2
 Pacific Stock Transfer Company, 702-581-8475, paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",OCLG,2021,3
 Pacific Stock Transfer Company, 702-581-8475, paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",OCLG,2021,4
 Pacific Stock Transfer Company, 702-581-8475, paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",OCLG,2022,1
 Signature Stock Transfer, 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2021,1
 Signature Stock Transfer, 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2021,2
 Signature Stock Transfer, 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2021,3
 Signature Stock Transfer, 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2021,4
 Signature Stock Transfer, 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2021,5
 Signature Stock Transfer, 972-612-4120, jason@signaturestocktransfer.com," 14673 Midway Road Ste. 220, Addison TX 75001",OICT,2022,1
 Action Stock Transfer, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",ONSS,2021,1
 Action Stock Transfer, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",ONSS,2021,4
 Action Stock Transfer, (801) 274-1088, jo@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",ONSS,2021,5
" Colonial Stock Transfer Co.., Inc.", 801-355-5740, Daniel Carter <dancarter," 66 Exchange Place., Suite 100",OODH,2022,1
" Colonial Stock Transfer Co., Inc.", 801-355-5740, Daniel Carter <dancarter@colonialstock.com>, 7840 South 700 East,OODH,2023,1
 Issuer Direct/Direct Transfer, 919-481-4000, info @issuerdirect.com,,OSCI,2022,2
 Issuer Direct/Direct Transfer, 919-481-4000, info @issuerdirect.com,,OSCI,2022,3
 Issuer Direct/Direct Transfer, 919-481-4000, info @issuerdirect.com,,OSCI,2022,4
 Issuer Direct/Direct Transfer, 919-481-4000, info @issuerdirect.com,,OSCI,2022,5
 Pacific Stock Transfer Company, 800-785-7782, luke acificstocktransfer.com," 6725 via Austi Parkway, #300, Las Vegas, NV 89119,",PCLI,2021,3
 Pacific Stock Transfer Company, 800-785-7782, luke acificstocktransfer.com," 6725 via Austi Parkway, #300, Las Vegas, NV 89119,",PCLI,2021,4
 Pacific Stock Transfer Company, 800-785-7782, luke acificstocktransfer.com," 6725 via Austi Parkway, #300, Las Vegas, NV 89119,",PCLI,2022,2
 Pacific Stock Transfer Company, 800-785-7782, luke@pacificstocktransfer.com," 6725 via Austi Parkway, #300, Las Vegas, NV 89119,",PCLI,2022,3
 Pacific Stock Transfer Company, 800-785-7782, luke@pacificstocktransfer.com," 6725 via Austi Parkway, #300, Las Vegas, NV 89119,",PCLI,2023,1
 Pacific Stock Transfer Company, 702-361-, | ificstocktransfer.com," _6725 Via Austi Pkwy., Ste.",PDGO,2021,1
 Pacific Stock Transfer Company, 702-361-, | ificstocktransfer.com," _6725 Via Austi Pkwy., Ste.",PDGO,2022,1
" Signature Stock Transfer, Inc.", 972-612-4120, jason @signaturestocktransfer.com,,PERL,2021,1
" Signature Stock Transfer, Inc.", 972-612-4120, jason @signaturestocktransfer.com," 14673 Midway Road - Suite 220, Addison, TX 75001",PERL,2021,2
 Continental Stock Transfer, (212) 509-4000, svacante@continentalstock.com," 1 State Street, New York, NY 10004-1561",POSC,2021,1
