ID,Financial Statements Done,Reporting Year,Submission Year,Report Submission Title,Submission Year File Number,Date,Link,pdf_file,Company Name,text_file,Securities Done,Insiders Done,Third Party Providers Done,Trading Agents Done,Reporting Year/Period,Transfer Agents Done
GACR,0,1848,2022,"Annual Report - Amended Disclosure Statement For the Year Ended December 31, 2021",1,04/23/2022,https://www.otcmarkets.com/otcapi/company/financial-report/328673/content,GACR_2022_Annual_1.pdf,"110    GREEN AUTOMOTIVE CO
Name: 4, dtype: object",GACR_2022_Annual_1.txt,0,0,-5,0,-1,
GACR,0,1848,2022,"Annual Report - Financial Statements as of December 31, 2021 and the Years Ended December 31, 2021 and 2020",2,03/28/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325072/content,GACR_2022_Annual_2.pdf,"110    GREEN AUTOMOTIVE CO
Name: 4, dtype: object",GACR_2022_Annual_2.txt,0,0,-1,0,-1,
GACR,0,1848,2022,"Annual Report - Disclosure Statement For the Year Ended December 31, 2021",3,03/23/2022,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content,GACR_2022_Annual_3.pdf,"110    GREEN AUTOMOTIVE CO
Name: 4, dtype: object",GACR_2022_Annual_3.txt,0,0,-5,0,-1,
GACR,0,1848,2023,"Annual Report - Disclosure Statement and Financial Statements For the Year Ended December 31, 2022",1,01/31/2023,https://www.otcmarkets.com/otcapi/company/financial-report/358180/content,GACR_2023_Annual_1.pdf,"110    GREEN AUTOMOTIVE CO
Name: 4, dtype: object",GACR_2023_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2007,Annual Report - Annual Report,1,05/14/2007,https://www.otcmarkets.com/otcapi/company/financial-report/10640/content,GAMN_2007_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2007_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2007,Annual Report - Annual Report,2,05/14/2007,https://www.otcmarkets.com/otcapi/company/financial-report/10639/content,GAMN_2007_Annual_2.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2007_Annual_2.txt,0,0,-1,0,-1,
GAMN,0,1848,2008,Annual Report - Annual Report,1,03/31/2008,https://www.otcmarkets.com/otcapi/company/financial-report/14190/content,GAMN_2008_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2008_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2011,Annual Report - Annual Report,1,02/16/2011,https://www.otcmarkets.com/otcapi/company/financial-report/44088/content,GAMN_2011_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2011_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2011,Annual Report - Annual Report,2,02/16/2011,https://www.otcmarkets.com/otcapi/company/financial-report/44087/content,GAMN_2011_Annual_2.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2011_Annual_2.txt,0,0,-1,0,-1,
GAMN,0,1848,2011,Annual Report - Annual Report,3,02/16/2011,https://www.otcmarkets.com/otcapi/company/financial-report/44086/content,GAMN_2011_Annual_3.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2011_Annual_3.txt,0,0,-1,0,-1,
GAMN,0,1848,2013,Annual Report - Annual Report,1,06/18/2013,https://www.otcmarkets.com/otcapi/company/financial-report/106653/content,GAMN_2013_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2013_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2021,Annual Report - Financial Statements,1,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302795/content,GAMN_2021_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2021_Annual_1.txt,0,0,-1,0,-1,
GAMN,0,1848,2021,Annual Report - Disclosure Statement,2,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302794/content,GAMN_2021_Annual_2.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(261, 272), match=' 12-31-2020'>",1.0
GAMN,0,1848,2022,Annual Report - 2021 Annual Report,1,03/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325546/content,GAMN_2022_Annual_1.pdf,"574    GREAT AMER FOOD CHAIN INC
Name: 4, dtype: object",GAMN_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(243, 254), match=' 12-31-2021'>",1.0
GASE,0,1848,2021,Annual Report - Amended 2020 Annual Report,1,10/21/2021,https://www.otcmarkets.com/otcapi/company/financial-report/307574/content,GASE_2021_Annual_1.pdf,"277    GASE ENERGY INC
Name: 4, dtype: object",GASE_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(259, 277), match=' December 31, 2020'>",1.0
GASE,0,1848,2021,Annual Report - 2019 Annual Report,2,09/29/2021,https://www.otcmarkets.com/otcapi/company/financial-report/305099/content,GASE_2021_Annual_2.pdf,"277    GASE ENERGY INC
Name: 4, dtype: object",GASE_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(259, 277), match=' December 31, 2019'>",1.0
GASE,0,1848,2021,Annual Report - 2020 Annual Report,3,09/23/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304035/content,GASE_2021_Annual_3.pdf,"277    GASE ENERGY INC
Name: 4, dtype: object",GASE_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(259, 277), match=' December 31, 2020'>",1.0
GASE,0,1848,2022,Annual Report - fourth quarter 2021,1,03/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325507/content,GASE_2022_Annual_1.pdf,"277    GASE ENERGY INC
Name: 4, dtype: object",GASE_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(259, 277), match=' December 31, 2021'>",1.0
GAWK,0,1848,2019,Annual Report - Annual Report,1,01/23/2019,https://www.otcmarkets.com/otcapi/company/financial-report/210910/content,GAWK_2019_Annual_1.pdf,"420    GAWK INC
Name: 4, dtype: object",GAWK_2019_Annual_1.txt,0,0,1,0,-1,
GAWK,0,1848,2021,"Annual Report - Financial Statement For the Year Ended January 31, 2021",1,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304672/content,GAWK_2021_Annual_1.pdf,"420    GAWK INC
Name: 4, dtype: object",GAWK_2021_Annual_1.txt,0,0,-1,0,-1,
GAWK,0,1848,2021,"Annual Report - Financial Statement For the Year Ended January 31, 2020",2,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304668/content,GAWK_2021_Annual_2.pdf,"420    GAWK INC
Name: 4, dtype: object",GAWK_2021_Annual_2.txt,0,0,-1,0,-1,
GBEI,0,1848,2021,Annual Report - Annual Report,1,08/25/2021,https://www.otcmarkets.com/otcapi/company/financial-report/298463/content,GBEI_2021_Annual_1.pdf,"208    GREAT BASIN ENERGIES INC
Name: 4, dtype: object",GBEI_2021_Annual_1.txt,0,0,-1,0,-1,
GBEI,0,1848,2022,Annual Report - Annual Report,1,04/28/2022,https://www.otcmarkets.com/otcapi/company/financial-report/329445/content,GBEI_2022_Annual_1.pdf,"208    GREAT BASIN ENERGIES INC
Name: 4, dtype: object",GBEI_2022_Annual_1.txt,0,0,-1,0,-1,
GBGD,0,1848,2021,"Annual Report - Financial Statements and Footnotes for the period ending December 31, 2020",1,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300381/content,GBGD_2021_Annual_1.pdf,"413    GLOBAL GOLD CORP
Name: 4, dtype: object",GBGD_2021_Annual_1.txt,0,0,-1,0,-1,
GBGD,0,1848,2021,Annual Report - Information and Disclosure Report,2,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300379/content,GBGD_2021_Annual_2.pdf,"413    GLOBAL GOLD CORP
Name: 4, dtype: object",GBGD_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(254, 272), match=' December 31, 2020'>",1.0
GBGD,0,1848,2022,Annual Report - Annual Report - Financial Statements and Footnotes,1,04/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/330169/content,GBGD_2022_Annual_1.pdf,"413    GLOBAL GOLD CORP
Name: 4, dtype: object",GBGD_2022_Annual_1.txt,0,0,-1,0,-1,
GBGD,0,1848,2022,Annual Report - Annual Report - Information and Disclosure Report,2,04/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/330168/content,GBGD_2022_Annual_2.pdf,"413    GLOBAL GOLD CORP
Name: 4, dtype: object",GBGD_2022_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(254, 272), match=' December 31, 2021'>",1.0
GBGD,0,1848,2022,Annual Report - Annual Report - Information and Disclosure Report,3,04/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/329971/content,GBGD_2022_Annual_3.pdf,"413    GLOBAL GOLD CORP
Name: 4, dtype: object",GBGD_2022_Annual_3.txt,1,0,-1,0,"<regex.Match object; span=(253, 271), match=' December 31, 2021'>",1.0
GCCO,0,1848,2021,Annual Report - Statements of Changes in Stockholders' Equity-Unaudited,1,09/14/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302055/content,GCCO_2021_Annual_1.pdf,"207    GARDEN CITY CO COLO
Name: 4, dtype: object",GCCO_2021_Annual_1.txt,0,0,-1,0,-1,
GCCO,0,1848,2021,Annual Report - Annual Report which includes audited financial statements,2,09/14/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302054/content,GCCO_2021_Annual_2.pdf,"207    GARDEN CITY CO COLO
Name: 4, dtype: object",GCCO_2021_Annual_2.txt,0,0,-1,0,-1,
GCCO,0,1848,2021,Annual Report - Annual Report which includes audited financial statements,3,08/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/299067/content,GCCO_2021_Annual_3.pdf,"207    GARDEN CITY CO COLO
Name: 4, dtype: object",GCCO_2021_Annual_3.txt,0,0,-1,0,-1,
GCCO,0,1848,2022,Annual Report - 2021 Annual Report,1,03/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325693/content,GCCO_2022_Annual_1.pdf,"207    GARDEN CITY CO COLO
Name: 4, dtype: object",GCCO_2022_Annual_1.txt,0,0,-1,0,-1,
GCCO,0,1848,2023,Annual Report - 2022 Annual Report,1,03/22/2023,https://www.otcmarkets.com/otcapi/company/financial-report/362263/content,GCCO_2023_Annual_1.pdf,"207    GARDEN CITY CO COLO
Name: 4, dtype: object",GCCO_2023_Annual_1.txt,0,0,-1,0,-1,
GCHK,0,1848,2021,"Annual Report - February 28, 2021 amended",1,09/24/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304280/content,GCHK_2021_Annual_1.pdf,"115    GREENCHEK TECHNOLOGY INC
Name: 4, dtype: object",GCHK_2021_Annual_1.txt,0,0,-1,0,-1,
GCHK,0,1848,2021,"Annual Report - February 28, 2021",2,09/24/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304087/content,GCHK_2021_Annual_2.pdf,"115    GREENCHEK TECHNOLOGY INC
Name: 4, dtype: object",GCHK_2021_Annual_2.txt,0,0,-1,0,-1,
GCHK,0,1848,2022,Annual Report - Annual Report,1,07/11/2022,https://www.otcmarkets.com/otcapi/company/financial-report/339227/content,GCHK_2022_Annual_1.pdf,"115    GREENCHEK TECHNOLOGY INC
Name: 4, dtype: object",GCHK_2022_Annual_1.txt,0,0,-1,0,-1,
GCLT,0,1848,2010,Annual Report - Amended Initial Company Information & Disclosure Statement,1,12/01/2010,https://www.otcmarkets.com/otcapi/company/financial-report/40259/content,GCLT_2010_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2010_Annual_1.txt,0,0,-1,0,-1,
GCLT,0,1848,2010,Annual Report - GainClients 2009 Annual Report,2,10/07/2010,https://www.otcmarkets.com/otcapi/company/financial-report/37285/content,GCLT_2010_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2010_Annual_2.txt,0,0,-1,0,-1,
GCLT,0,1848,2011,Annual Report - Amended Annual Report - 2010,1,04/19/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48106/content,GCLT_2011_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2011_Annual_1.txt,0,0,-1,0,-1,
GCLT,0,1848,2011,Annual Report - 2010,2,04/12/2011,https://www.otcmarkets.com/otcapi/company/financial-report/47736/content,GCLT_2011_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2011_Annual_2.txt,0,0,-1,0,-1,
GCLT,0,1848,2014,Attorney Letter with Respect to Current Information - Opinion Letter Re: 2012-2013 Annual Reports,1,02/27/2014,https://www.otcmarkets.com/otcapi/company/financial-report/116747/content,GCLT_2014_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2014_Annual_1.txt,0,0,-1,0,-1,
GCLT,0,1848,2014,Annual Report - 2012 Amended Disclosure Statement,2,02/21/2014,https://www.otcmarkets.com/otcapi/company/financial-report/116588/content,GCLT_2014_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2014_Annual_2.txt,0,0,1,0,-1,
GCLT,0,1848,2014,Annual Report - 2013 Disclosure Statement,3,02/14/2014,https://www.otcmarkets.com/otcapi/company/financial-report/116361/content,GCLT_2014_Annual_3.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2014_Annual_3.txt,0,0,1,0,-1,
GCLT,0,1848,2014,Annual Report - 2012 Disclosure Statement,4,02/14/2014,https://www.otcmarkets.com/otcapi/company/financial-report/116288/content,GCLT_2014_Annual_4.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2014_Annual_4.txt,0,0,1,0,-1,
GCLT,0,1848,2015,Attorney Letter with Respect to Current Information - Attyorney Letter Re: 2014 Annual Report,1,04/06/2015,https://www.otcmarkets.com/otcapi/company/financial-report/135453/content,GCLT_2015_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2015_Annual_1.txt,0,0,-1,0,-1,
GCLT,0,1848,2015,Annual Report - 2014 Annual Disclosure Statement,2,03/31/2015,https://www.otcmarkets.com/otcapi/company/financial-report/135043/content,GCLT_2015_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2015_Annual_2.txt,0,0,1,0,-1,
GCLT,0,1848,2016,Annual Report - 2015 Annual Disclosure Statement,1,03/29/2016,https://www.otcmarkets.com/otcapi/company/financial-report/152014/content,GCLT_2016_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2016_Annual_1.txt,0,0,1,0,-1,
GCLT,0,1848,2017,Annual Report - Financials & Disclosures,1,03/30/2017,https://www.otcmarkets.com/otcapi/company/financial-report/168455/content,GCLT_2017_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2017_Annual_1.txt,0,0,1,0,-1,
GCLT,0,1848,2021,"Annual Report - GainClients, Inc - Annual Report for period ending 12/31/2020",1,10/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/306952/content,GCLT_2021_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(231, 242), match=' 12/31/2020'>",-1.0
GCLT,0,1848,2021,"Annual Report - GainClients, Inc - Annual Report for period ending 12/31/2019",2,10/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/306948/content,GCLT_2021_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(236, 247), match=' 12/31/2019'>",-1.0
GCLT,0,1848,2021,"Annual Report - GainClients, Inc Annual Report - 12/31/2020",3,09/22/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303692/content,GCLT_2021_Annual_3.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(231, 242), match=' 12/31/2020'>",-1.0
GCLT,0,1848,2021,"Annual Report - GainClients, Inc Annual Report - 12/31/2019",4,09/22/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303687/content,GCLT_2021_Annual_4.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2021_Annual_4.txt,1,0,-5,0,"<regex.Match object; span=(236, 247), match=' 12/31/2019'>",-1.0
GCLT,0,1848,2022,Annual Report - GainClients Inc - Annual Report - YE 2021 rev,1,03/18/2022,https://www.otcmarkets.com/otcapi/company/financial-report/324043/content,GCLT_2022_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2022_Annual_1.txt,1,0,-1,0,"<regex.Match object; span=(216, 227), match=' 12/31/2021'>",-1.0
GCLT,0,1848,2022,Annual Report - GainClients Inc - Annual Report - YE 2021,2,02/22/2022,https://www.otcmarkets.com/otcapi/company/financial-report/321092/content,GCLT_2022_Annual_2.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2022_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(216, 227), match=' 12/31/2021'>",-1.0
GCLT,0,1848,2023,"Annual Report - Annual Report - GainClients, Inc - Year End 2022",1,02/14/2023,https://www.otcmarkets.com/otcapi/company/financial-report/359051/content,GCLT_2023_Annual_1.pdf,"559    GAINCLIENTS INC
Name: 4, dtype: object",GCLT_2023_Annual_1.txt,1,0,-1,0,"<regex.Match object; span=(231, 249), match=' December 31, 2022'>",1.0
GDVM,0,1848,2021,Annual Report - Annual Report,1,09/16/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302356/content,GDVM_2021_Annual_1.pdf,"218    GLOBAL DEVS INC (DEL)
Name: 4, dtype: object",GDVM_2021_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(215, 233), match=' December 31, 2020'>",1.0
GDVM,0,1848,2022,"Annual Report - Annual Report for the Fiscal Year Ended December 31, 2021",1,03/30/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325690/content,GDVM_2022_Annual_1.pdf,"218    GLOBAL DEVS INC (DEL)
Name: 4, dtype: object",GDVM_2022_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(216, 234), match=' December 31, 2021'>",1.0
GEGP,0,1848,2021,"Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2021",1,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304735/content,GEGP_2021_Annual_1.pdf,"3    GOLD ENTMT GROUP INC
Name: 4, dtype: object",GEGP_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(262, 279), match=' January 31, 2021'>",1.0
GEGP,0,1848,2021,"Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2020",2,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304734/content,GEGP_2021_Annual_2.pdf,"3    GOLD ENTMT GROUP INC
Name: 4, dtype: object",GEGP_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(262, 279), match=' January 31, 2020'>",1.0
GEGP,0,1848,2022,"Annual Report - Annual Report-Annual Report- Financial Statement for Year Ended January 31, 2022",1,05/11/2022,https://www.otcmarkets.com/otcapi/company/financial-report/332118/content,GEGP_2022_Annual_1.pdf,"3    GOLD ENTMT GROUP INC
Name: 4, dtype: object",GEGP_2022_Annual_1.txt,0,0,-1,0,-1,
GEGP,0,1848,2022,"Annual Report - Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2022",2,05/11/2022,https://www.otcmarkets.com/otcapi/company/financial-report/332116/content,GEGP_2022_Annual_2.pdf,"3    GOLD ENTMT GROUP INC
Name: 4, dtype: object",GEGP_2022_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(260, 277), match=' January 31, 2022'>",1.0
GENN,0,1848,2021,"Annual Report - FYE December 31, 2020",1,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301309/content,GENN_2021_Annual_1.pdf,"88    GENESIS HEALTHCARE INC A
Name: 4, dtype: object",GENN_2021_Annual_1.txt,0,0,-1,0,-1,
GERS,0,1848,2021,"Annual Report - Attorney Letter with Respect to Current Information - Annual Report for the Fiscal Year Ended December 31, 2020",1,10/11/2021,https://www.otcmarkets.com/otcapi/company/financial-report/306227/content,GERS_2021_Annual_1.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_1.txt,0,0,-1,0,-1,
GERS,0,1848,2021,"Annual Report - Attorney Letter with Respect to Current Information - Annual Report for the Fiscal Year Ended December 31, 2020",2,09/23/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303993/content,GERS_2021_Annual_2.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_2.txt,0,0,-1,0,-1,
GERS,0,1848,2021,Annual Report - Disclosure Statement,3,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302729/content,GERS_2021_Annual_3.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(273, 273), match=''>",1.0
GERS,0,1848,2021,Annual Report - Consolidated Financial Statements,4,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302728/content,GERS_2021_Annual_4.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_4.txt,0,0,-1,0,-1,
GERS,0,1848,2021,Annual Report - Consolidated Financial Statements,5,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302727/content,GERS_2021_Annual_5.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_5.txt,0,0,-1,0,-1,
GERS,0,1848,2021,Annual Report - Consolidated Financial Statements,6,09/17/2021,https://www.otcmarkets.com/otcapi/company/financial-report/302726/content,GERS_2021_Annual_6.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2021_Annual_6.txt,0,0,-1,0,-1,
GERS,0,1848,2022,Annual Report - Disclosure Statement,1,05/09/2022,https://www.otcmarkets.com/otcapi/company/financial-report/331684/content,GERS_2022_Annual_1.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(273, 273), match=''>",1.0
GERS,0,1848,2022,Annual Report - Consolidated Financial Statements,2,05/09/2022,https://www.otcmarkets.com/otcapi/company/financial-report/331683/content,GERS_2022_Annual_2.pdf,"385    GREENSHIFT CORP
Name: 4, dtype: object",GERS_2022_Annual_2.txt,0,0,-1,0,-1,
GGSM,0,1848,2021,Annual Report - Annual Report,1,11/30/2021,https://www.otcmarkets.com/otcapi/company/financial-report/314489/content,GGSM_2021_Annual_1.pdf,"236    GOLD AND GEMSTONE MNG INC
Name: 4, dtype: object",GGSM_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(264, 306), match=' January 31, 2020 (the “Reporting Period”)'>",1.0
GGSM,0,1848,2021,"Annual Report - Annual Report - January 31, 3021",2,09/24/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304199/content,GGSM_2021_Annual_2.pdf,"236    GOLD AND GEMSTONE MNG INC
Name: 4, dtype: object",GGSM_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(255, 272), match=' January 31, 2021'>",1.0
GGSM,0,1848,2022,"Annual Report - Annual Report Period Ending January 31, 2022",1,03/07/2022,https://www.otcmarkets.com/otcapi/company/financial-report/322813/content,GGSM_2022_Annual_1.pdf,"236    GOLD AND GEMSTONE MNG INC
Name: 4, dtype: object",GGSM_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(264, 306), match=' January 31, 2022 (the “Reporting Period”)'>",1.0
GIFX,0,1848,2021,"Annual Report - Annual Report For the Period Ending: December 31, 2020",1,09/20/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303126/content,GIFX_2021_Annual_1.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(283, 301), match=' December 31, 2020'>",-1.0
GIFX,0,1848,2021,"Annual Report - CONSOLIDATED FINANCIAL STATEMENTS December 31, 2020 and 2019",2,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300407/content,GIFX_2021_Annual_2.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2021_Annual_2.txt,0,0,-1,0,-1,
GIFX,0,1848,2021,"Annual Report - CONSOLIDATED FINANCIAL STATEMENTS December 31, 2019 and 2018",3,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300405/content,GIFX_2021_Annual_3.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2021_Annual_3.txt,0,0,-1,0,-1,
GIFX,0,1848,2021,"Annual Report - CONSOLIDATED FINANCIAL STATEMENTS December 31, 2018 and 2017",4,09/01/2021,https://www.otcmarkets.com/otcapi/company/financial-report/300403/content,GIFX_2021_Annual_4.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2021_Annual_4.txt,0,0,-1,0,-1,
GIFX,0,1848,2021,"Supplemental Information - Annual Report For Period Ending March 31, 2017",5,07/19/2021,https://www.otcmarkets.com/otcapi/company/financial-report/291833/content,GIFX_2021_Annual_5.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2021_Annual_5.txt,0,0,-3,0,"<regex.Match object; span=(279, 295), match=' March 31, 20171'>",
GIFX,0,1848,2022,Annual Report - Annual Report,1,11/17/2022,https://www.otcmarkets.com/otcapi/company/financial-report/352190/content,GIFX_2022_Annual_1.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(277, 295), match=' December 31, 2021'>",-1.0
GIFX,0,1848,2022,"Annual Report - CONSOLIDATED FINANCIAL STATEMENTS December 31, 2021 and 2020",2,03/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325157/content,GIFX_2022_Annual_2.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2022_Annual_2.txt,0,0,-1,0,-1,
GIFX,0,1848,2022,"Annual Report - Annual Report For the Period Ending: December 31, 2021",3,03/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325155/content,GIFX_2022_Annual_3.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2022_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(278, 296), match=' December 31, 2021'>",-1.0
GIFX,0,1848,2023,Annual Report - Annual Report,1,03/02/2023,https://www.otcmarkets.com/otcapi/company/financial-report/360794/content,GIFX_2023_Annual_1.pdf,"235    GIFA INC
Name: 4, dtype: object",GIFX_2023_Annual_1.txt,0,0,-1,0,-1,
GKIT,0,1848,2021,Annual Report - Financials for 2020 and 2019 and notes,1,09/22/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303751/content,GKIT_2021_Annual_1.pdf,"282    GREENKRAFT INC
Name: 4, dtype: object",GKIT_2021_Annual_1.txt,0,0,-1,0,-1,
GKIT,0,1848,2021,Annual Report - Statement of Stockholder's equity,2,09/21/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303433/content,GKIT_2021_Annual_2.pdf,"282    GREENKRAFT INC
Name: 4, dtype: object",GKIT_2021_Annual_2.txt,0,0,-1,0,-1,
GKIT,0,1848,2021,Annual Report - Financials for 2020 and 2019,3,09/20/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303090/content,GKIT_2021_Annual_3.pdf,"282    GREENKRAFT INC
Name: 4, dtype: object",GKIT_2021_Annual_3.txt,0,0,-1,0,-1,
