Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number
True,,,,, ,," 749, 961,987 ",,,,,,IHGP,2021,4
False, IHGP, © Common, 45839w507, $0.00001," 7,500,000,000 "," July 12, 2021"," 749, 961,987 "," July 12, 2021"," 14,894,873 "," July 12, 2021", 54 ," July 12, 2021",IHGP,2021,5
True,,,,, ,," 749, 961,987 ",,,,,,IHGP,2021,5
False, HGP, © Common, 45839w507, 0.00001," 7,500,000,000 "," December 31, 2021"," 749,961,987  "," December 31, 2021"," 14,894 873 "," December 31, 2021", 54 ," December 31, 2021",IHGP,2022,1
False, IKTO, | Common Stock, 46574A205, $0.0000001," 49,880,000,000 "," June 30, 2021"," 504,919,825 "," June 30, 2021"," 500,858,625 "," June 30, 2021", 15 ," June 30, 2021",IKTO,2021,1
False, IKTO, | Common Stock, 46574A205, $0.0000001," 49.880,000,000 "," June 30, 2020"," 504,919,825  "," June 30, 2020"," 500,858,625  "," June 30, 2020", 15 ," June 30, 2020",IKTO,2021,2
False, ILST, | Common Stock, 460371206, 0.001," 1,936,364,391 ", 12/31/2020," 1,936,364,391 ", 12/31/2020," 1,793,536,885 ", 12/31/2020, 400 , 12/31/2020,ILST,2021,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2020," 1,936,364,391 ", 12/31/2020,,,,,ILST,2021,2
False, ILST, | Common Stock, 460371206, 0.001," 1,936,364,391 ", 12/31/2019," 1,936,364,391 ", 12/31/2019," 1,793,536,885 ", 12/31/2019, 400 , 12/31/2019,ILST,2021,3
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2019," 1,936,364,391 ", 12/31/2019,,,,,ILST,2021,3
False, ILST, © Common Stock, 460371206, 0.001," 2,000,000,000 "," December 31, 2021"," 1,936,364,391 "," December, 2021"," 1,793,536,885 "," December 31, 2021", 400 ," December 31, 2021",ILST,2022,1
True,,,,, ," December 31, 2021"," 1,936,364,391 "," December 31, 2021",,,,,ILST,2022,1
False, ILST, - Common Stock, 460371206, 0.001," 1,936,364,391 ", 12/31/2021," 1,936,364,391 ", 12/31/2021," 1,793,536,885 ", 12/31/2021, 400 , 12/31/2021,ILST,2022,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2021," 1,936,364,391 ", 12/31/2021,,,,,ILST,2022,2
False, INOQ, - Common Stock, 45791A105,," 200,000,000 ", 06/30/2021," 400,728 ", 06/30/2021 (post reverse split 1/20 as of," 103,373 ", 06/30/2021, 321 , 06/30/2021,INOQ,2021,3
True,,,,, ,," 400,728 ",,,,,,INOQ,2021,3
False, INOQ, - Common Stock, 45791A105,," 100,000,000 ", 03/31/2022," 400,728 ", 03/31/2022 (post reverse split 1/20 as of," 103,373 ", 03/31/2022, 321 , 03/31/2022,INOQ,2022,1
False, INSO, - Common, 45673Q103, .0001," 1,000,000,000 ", 12-31-20," 90,142,795 ", 12-31-20," 9,900,371 ", 12-31-20, 743 , 12-31-20,INSO,2021,1
True, INSO, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-20," 90,142,795 ", 12-31-20,,,,,INSO,2021,1
False, INSO, Common, 45673Q103, .0001," 1,000,000,000 ", 12-31-20," 90,142,795 ", 12-31-20," 9,900,371 ", 12-31-20, 743 , 12-31-20,INSO,2021,2
True, INSO, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-20," 90,142,795 ", 12-31-20,,,,,INSO,2021,2
False, INTO, COMMON, 457203107, $.01," 10,000,000..000 ", 10/2021," 5,187,254.000 ", 10/2021," 5,187,254.000 ", 10/2021, 93 , 10/2021,INTO,2021,2
True,,,,, ,," 5,187,254.000 ",,,,,,INTO,2021,2
False, INTF, Common, 460946106, $0.001," 100,000,000 "," June 22, 2021"," 72,197,780 "," June 22, 2021"," 3,498,584 "," June 22, 2021", 99 ," June 22, 2021",ITNF,2021,2
False, ITNE, COMMON, 460946106, $0.001," 100,000,000 "," March 30, 2022"," 72,197,780 "," March 30, 2022"," 3,498,584 "," March 30, 2022", 99 ," March 30, 2022",ITNF,2022,1
False, ITVI, Common, 458401304, .00001," 30,000,000,000 ", 2/16/2021,, 2/16/2022,, 2/16/2022,, 2/16/2022,ITVI,2022,2
False, ITVI, Common, 458401304, .00001," 30,000,000,000 "," December 31, 2020",, 12/31/2020,, 12/31/2020,, 12/31/2020,ITVI,2022,3
True, N/A, N/A, N/A, N/A, 0 , 12/31/2020,,,,,,,JAMN,2021,1
False, JAMN, - Common Shares, 470751108, $0.001," 19,999,999,900 ", 12/31/2021, 6.792.383.3700 , 12/31/2021," 4,801,059.177_", 12/31/2021, 39 , 12/31/2021,JAMN,2022,1
False, JGHG, Common, 47761Q102, 0.00001," 200,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022", ," May 31, 2022", 33 ," May 31, 2022",JGHG,2022,1
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022",,,,,JGHG,2022,1
False, JGHG, Common, 47761Q102, 0.00001," 200,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022", ," May 31, 2022", 33 ," May 31, 2022",JGHG,2022,2
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022",,,,,JGHG,2022,2
False, JGHG, Common, 47761Q102, 0.00001," 200,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022", ," May 31, 2022", 33 ," May 31, 2022",JGHG,2022,3
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 20,013,702 "," May 31, 2022",,,,,JGHG,2022,3
False, JMTM, Common and Series A Preferred, 47033Q104, $0.001," 100,000,000 ", 9/23/2021," 6,237,462 ", 9/23/2021," 111,212 ", 9/23/2021, 97 , 9/24/2021,JMTM,2021,5
False, JPEX, | Common Stock, 46639B107, 0.001," 1,500,000,000 ", 12/31/2020," 1,412,692,.586 ", 12/31/2020," 1,295,.125,280 ", 12/31/2020, 370 , 12/31/2020,JPEX,2021,3
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2020," 1,412,692,.586 ", 12/31/2020,,,,,JPEX,2021,3
False, JPEX, | Common Stock, 46639B107, 0.001," 1,500,000,000 ", 12/31/2019," 1,412,692,.586 ", 12/31/2019," 1,295,.125,280 ", 12/31/2019, 370 , 12/31/2019,JPEX,2021,4
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2019," 1,412,692,.586 ", 12/31/2019,,,,,JPEX,2021,4
False, JPEX, | Common Stock, 46639B107, 0.001," 1,412,692,586 ", 12/31/2020," 1,412,692,.586 ", 12/31/2020," 1,793,536,885 ", 12/31/2020, 370 , 12/31/2020,JPEX,2021,6
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2020," 1,412,692,.586 ", 12/31/2020,,,,,JPEX,2021,6
False, JPEX, | Common Stock, 46639B107, 0.001," 1,412,692,586 ", 12/31/2019," 1,412,692,.586 ", 12/31/2019," 1,793,536,885 ", 12/31/2019, 370 , 12/31/2019,JPEX,2021,7
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2019," 1,412,692,.586 ", 12/31/2019,,,,,JPEX,2021,7
False, JPEX, / Common Stock, 46639B107, 0.001," 1,500,000,000 ", 12/31/2021," 1,412,692,586 ", 12/31/2021," 1,295,125,280 ", 12/31/2021, 370 , 12/31/2021,JPEX,2022,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2021," 1,412,692,586 ", 12/31/2021,,,,,JPEX,2022,1
False, KAST, Common, 48583U107, .001," 950,000,000 "," December 31, 2021"," 65,501,211 "," December 31, 2021"," 20,501,211 "," December 31, 2021", 39 ," December 31, 2021",KAST,2022,1
True,, Preferred A,,," 10,000 "," December 31, 2021"," 65,501,211 "," December 31, 2021",,,,,KAST,2022,1
False, KAST, Common, 48583U107, .001," 950,000,000 "," December 31, 2022"," 31,141,211 "," December 31, 2022"," 20,501,211 "," December 31, 2022", 41 ," December 31, 2022",KAST,2023,3
False, KLYG, Common -— Class A, 488359100, .001," 60,000,000 ", 6/30/2021," 25,144,645 ", 6/30/2021," 18,384,645 ", 6/30/2021, 325 , 6/30/2021,KLYG,2021,1
False,,,,,, 12/31/2019,, 12/31/2019,, 12/31/2019,, 123/31/2019,KLYG,2021,2
False, KLYG, Common -— Class A,, .001," 60,000,000 ", 12/31/2020," 27,676,800 ", 12/31/2020," 18,384,645 ", 12/31/2020, 325 , 123/31/2020,KLYG,2021,4
False, KLYG, Common -— Class A, 488359100, .004," 60,000,000 ", 6/30/2021," 25,144,645 ", 6/30/2021," 18,384,645 ", 6/30/2021, 325 , 6/30/2021,KLYG,2021,5
False, KLYG, _ Common -— Class A, 488359100, .001," 60,000,000 ", 6/30/2022," 28,063,145 ", 6/30/2022," 18,384,645 "," June 30, 2022", 325 , 6/30/2022,KLYG,2022,1
False, KLYG, Common -— Class A,, .001," 60,000,000 ", 12/31/2021," 25,738,145 ", 12/31/2021," 18,384,645 ", 12/31/2021, 325 , 12/31/2021,KLYG,2022,2
False, KLYG, Common -— Class A, 488359100, .001," 60,000,000 ", 12/31/2022," 28,993,145 ", 12/31/2022," 18,384,645 "," December 31, 2022", 350 , 12/31/2022,KLYG,2023,1
False, KWIK, Common Stock, 34955U107, $0.0001 per share," 250,000,000 "," September 24, 2021"," 115,900,106 "," September 24, 2021", 443 ," September 24, 2021", 508 ," September 24, 2021",KWIK,2021,1
False, LBAS, | Common Stock, 539573105, $0.001," 450,000,000 "," July 10, 2015"," 368,197,656 "," August 31, 2021"," 169,367,842 "," August 31, 2021", 165. ," August 31, 2021",LBAS,2021,3
True,,,,, ,," 368,197,656 ",,,,,,LBAS,2021,3
False, LBAS, © Common Stock, 539573105, $0.001," 450,000,000 "," Oct 19,2022"," 443,784,483  "," Oct 19, 2022"," 169,647,842 "," Oct 19,2022", 165 ," Oct 19, 2022",LBAS,2022,1
False, LBAS, © Common Stock, 539573105, $0.001," 450,000,000 "," Oct 19,2022"," 443,784,483  "," Oct 19, 2022"," 169,647,842 "," Oct 19,2022", 165 ," Oct 19, 2022",LBAS,2022,3
False, LBTD, Common, 54570R107, $0.00001," 800,000,000 "," March 31, 2020"," 782,775,000 "," March 31, 2020"," 82,775,000 "," March 31, 2020", 42 ," March 31, 2020",LBTD,2021,1
False, LBTD, Common, 54570R107, $0.00001," 800,000,000 "," March 31, 2021"," 782,775,000 "," March 31, 2021"," 82,775,000 "," March 31, 2021", 42 ," March 31, 2021",LBTD,2021,2
False, LBTD, © Common, 54570R107, $0.00001, 800.000.0000 ," March 31, 2022"," 782,775,000 "," March 31, 2022"," 82,775,000 "," March 31, 2022", 42 ," March 31, 2022",LBTD,2022,1
False, LBTD, © Common, 54570R107, $0.00001, 800.000.0000 ," March 31, 2022"," 782,775,000 "," March 31, 2022"," 82,775,000 "," March 31, 2022", 42 ," March 31, 2022",LBTD,2022,2
False, LBTD, © Common, 54570R107, $0.00001, 800.000.0000 ," March 31, 2022"," 782,775,000 "," March 31, 2022"," 82,775,000 "," March 31, 2022", 42 ," March 31, 2022",LBTD,2022,3
False, LBTD, © Common, 54570R107, $0.00001," 800,000,000 "," December 31, 2021"," 782,775,000. + "," December 31, 2021"," 82,775,000 "," December 31, 2021", 42 ," December 31, 2021",LBTD,2022,4
True,,,,, ,," 782,775,000. + ",,,,,,LBTD,2022,4
False, LEAS, © Common, 86270P 1063, .0001," 800,000,000 ", 03/07/2016," 756,861,360 ", 12/31/2019," 639,278,736 ", 12/31/2019, 38 = , 12/31/2019,LEAS,2020,1
False, LOTE, - Common and Preferred, None, $0.001," 1,000,000,000 ", 6/30/21," 172,820,801 ", 6/30/21," 48,206 ", 6/30/21, 216 , 6/30/21,LOTE,2021,1
False, LOTE, - Common and Preferred, None, $0.001," 1,000,000,000 ", 12/31/20," 178,502,619 ", 12/31/20," 48,206 ", 12/31/20, 216 , 12/31/20,LOTE,2021,6
False, LOTE, - Common and Preferred, None, $0.001," 1,000,000,000 ", 12/31/19," 178,502,619 ", 12/31/19," 48,206 ", 12/31/19, 216 , 12/31/19,LOTE,2021,12
False, LOTE, | Common and Preferred, 54567W200, $0.001," 1,000,000,000", 6/30/21," 172,820,801 ", 6/30/21," 48,206 ", 6/30/21, 216 , 6/30/21,LOTE,2021,13
False, LOTE, - Common and Preferred, 54567W200, $0.001," 1,000,000,000", 12/31/20," 178,502,619 ", 12/31/20," 48,206 ", 12/31/20, 216 , 12/31/20,LOTE,2021,14
False, LOTE, - Common and Preferred, 54567W200, $0.001," 1,000,000,000 ", 12/31/19," 178,502,619 ", 12/31/219," 48,206 ", 12/31/19, 216 , 12/31/19,LOTE,2021,15
False, LOTE, - Common and Preferred, None, $0.001," 1,000,000,000 ", 12/31/21," 172,820,801 ", 12/31/21," 48,206 ", 12/31/21, 216 , 12/31/21,LOTE,2022,1
False, LOTE, - Common and Preferred, None, $0.001," 1,000,000,000 ", 12/31/21," 172,820,801 ", 12/31/21," 48,206 ", 12/31/21, 216 , 12/31/21,LOTE,2022,2
False, LTHO, | Common Stock, 524707108, $0.0001," 100,000,000 ", 6/30/2021 and 12/31/2020," 72,703,160 ", 6/30/2021 and 12/31/2020," 471,003 ", 6/30/2021 and 12/31/2020, we , 6/30/2021,LTHO,2021,2
False, LVYN, Common Stock, 55078R101, $0.001," 300,000,000 "," April 30, 2021"," 6,910,000 "," April 30, 2021"," 26,000 _"," April 30, 2021", 26 _—_—s," April 30, 2021",LVYN,2021,1
False, LVYN, Common Stock, 55078R101, $0.001," 300,000,000 "," April 30, 2020"," 6,910,000 "," April 30, 2020"," 26,000 "," April 30, 2020", 26 __—," April 30, 2020",LVYN,2021,2
False, LVYN, Common Stock, 55078R101, $0.001," 300,000,000 "," April 30, 2021"," 6,910,000 "," April 30, 2021"," 26,000 _"," April 30, 2021", 26 _—_—s," April 30, 2021",LVYN,2021,5
False, LVYN, Common Stock, 55078R101, $0.001," 300,000,000 "," April 30, 2020"," 6,910,000 "," April 30, 2020"," 26,000 "," April 30, 2020", 26 __—," April 30, 2020",LVYN,2021,6
False, LVYN, | Common Stock, 55078R101, $0.001," 300,000,000 "," April 30, 2022"," 34,550,000 "," April 30, 2022"," 26,000 "," April 30, 2022", 26 ," April 30, 2022",LVYN,2022,1
False, LWLW, - Common Stock, 543356109, $0.0001," 600,000,000 "," December 31, 2021"," 65,127,061 "," December 31, 2021"," 60,114 "," December 31, 2021", 175 ," December 31, 2021",LWLW,2022,1
False, LWLW, - Common Stock, 543356109, $0.0001," 600,000,000 "," December 31, 2020"," 127,061 "," December 31, 2020"," 60,114 "," December 31, 2020", 175 ," December 31, 2020",LWLW,2022,2
False, MCAP," | Common Stock of Mango Capital, Inc.", 562694109, $0.001," 250,000,000 "," December 31, 2020"," 124,192,957 "," December 31, 2020"," 1,809,475 _"," December 31, 2020", 273 ," December 31, 2020",MCAP,2021,3
False, MCAP," © Common Stock of Mango Capital, Inc.", 562694109, $0.001," 250,000,000 "," December 31, 2020"," 124,192,957 "," December 31, 2020"," 1,809,475 _"," December 31, 2020", 273 ," December 31, 2020",MCAP,2021,4
False, MCAP, Common Stock of MCAP, 562694208, $0.001," 250,000,000 "," December 31, 2021"," 23,239,938 "," December 31, 2021"," 639,938 "," December 31, 2021", 564 ," December 31, 2021",MCAP,2022,1
False, MCHA, © Common Stock, 57667H 106, $0.0001," 200,000,000 "," December 31, 2020"," 50,505,753 "," December 31, 2020"," 5,617,182 "," December 31, 2020", 389 ," December 31, 2020",MCHA,2021,1
True, NA, Preferred Series A, NA, $0.0001, 10 ," December 31, 2020"," 50,505,753 "," December 31, 2020",,,,,MCHA,2021,1
True, NA, Preferred Series B, NA, $0.0001," 600,000 "," December 31, 2020"," 50,505,753 "," December 31, 2020",,,,,MCHA,2021,1
False, MCHA, © Common Stock, 57667H 106, $0.0001," 200,000,000 "," December 31, 2019"," 50,505,753 "," December 31, 2019"," 5,617,182 "," December 31, 2019", 389 ," December 31, 2019",MCHA,2021,2
True, NA, Preferred Series A, NA, $0.0001, 10 ," December 31, 2019"," 50,505,753 "," December 31, 2019",,,,,MCHA,2021,2
True, NA, Preferred Series B, NA, $0.0001," 600,000 "," December 31, 2019"," 50,505,753 "," December 31, 2019",,,,,MCHA,2021,2
False, MDCE, Common Stock, 584507305, 0.00001," 7,979,999,990 ", 12/31/2020," 2,959,575,220 ", 12/31/2020," 959,574,825 ", 12/31/2020, 129 , 12/31/2020,MDCE,2021,1
False, MDCE, Common Stock, 584507305, 0.00001," 7,979,999,990 ", 12/31/2019," 2,959,575,220 ", 12/31/2019," 959,574,825 ", 12/31/2019, 129 , 12/31/2019,MDCE,2021,2
False,,,,,, 12/31/2021,, 12/31/2021,, 12/31/2021,, 12/31/2021,MDCE,2022,2
False, MLCG, Common, 55314D304, $0.00001," 15,000,000,000 ", 09/22/2009," 61,280,896 ", 09/24/2021," 23,000,000 ", 09/24/2021, 325 , 09/24/2021,MLCG,2021,1
True, MLCG, Preferred, 55314D304, $0.00001," 500,000,000 ", 09/22/2009," 61,280,896 ", 09/22/2009,,,,,MLCG,2021,1
True, MLCG, Preferred B, 55314D304, $0.00001," 50,000,000 ", 09/22/2009," 61,280,896 ", 09/22/2009,,,,,MLCG,2021,1
False, MLCG, Common, 55314D304, $0.00001," 15,000,000,000 ", 09/22/2009," 61,280,896 ", 09/24/2021," 23,000,000 ", 09/24/2021, 325 , 09/24/2021,MLCG,2021,3
True, MLCG, Preferred, 55314D304, $0.00001," 500,000,000 ", 09/22/2009," 61,280,896 ", 09/22/2009,,,,,MLCG,2021,3
True, MLCG, Preferred B, 55314D304, $0.00001," 50,000,000 ", 09/22/2009," 61,280,896 ", 09/22/2009,,,,,MLCG,2021,3
False, MNDP, | Common Stock, 626137301, 0.001," 10,000,000,000 ", 01/31/2021," 1,428.775,972 ", 01/31/2021," 1,428,775,972 ", 01/31/2021, 183 , 01/31/2021,MNDP,2021,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2021," 1,428.775,972 ", 01/31/2021,,,,,MNDP,2021,2
False, MNDP, | Common Stock, 626137301, 0.001," 10,000,000,000 ", 01/31/2020," 1,428,.775,972 ", 01/31/2020," 1,428,775,972 ", 01/31/2020, 183 , 01/31/2020,MNDP,2021,3
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2020," 1,428,.775,972 ", 01/31/2020,,,,,MNDP,2021,3
False, MNDP, | Common Stock, 626137301, 0.001," 10,000,000,000 ", 01/31/2022," 1,428,775,972 ", 01/31/2022," 1,428,775,972 ", 01/31/2022, 183 , 01/31/2022,MNDP,2022,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2022," 1,428,775,972 ", 01/31/2022,,,,,MNDP,2022,1
False, MOCI, | Common Stock, 60754P 106, $0.0001," 450,000,000 ", 12/31/2020," 34,748,005 ", 12/31/2020," 3,660,862 ", 12/31/2020, 233 , 12/31/2020,MOCI,2021,1
False, MOCI, | Common Stock, 60754P106, $0.0001," 450,000,000 ", 12/31/2021," 314,448,005 ", 12/31/2021," 3,660,862 ", 12/31/2021, 233 , 12/31/2021,MOCI,2022,1
True, N/A, Preferred stock Series J, N/A, $0.0001," 1,000,000 ", 12/31/2021," 314,448,005 ", 12/31/2021,,,,,MOCI,2022,1
False, MRDH, | Common Stock, 589636208, 0.001," 1,000,000,000 ", 6/25/2021," 59,579,150 ", 6/25/2021, 5297322 , 6/25/2021, 132 , 6/25/2021,MRDH,2021,1
False, MRDH, | Common Stock, 589636208, 0.001," 1,100,000,000 ", 12/31/2021," 59,579,150 ", 12/31/2021," 5,297,322 ", 12/31/2021, 132 , 12/31/2021,MRDH,2022,1
False, MRES, COMMON STOCK CLASS A, 45781A107, $0.001," 2,000,000,000 ", 03/31/2021," 915,789,038 ", 03/31/2021," 515,238,033 ", 03/31/2021, 516 , 03/31/2021,MRES,2021,1
False, MRES, COMMON STOCK CLASS A, 45781A107, $0.001," 2,000,000,000 ", 03/31/2020," 915,789,038 ", 03/31/2020," 515,238,033 ", 03/31/2020, 16 , 03/31/2020,MRES,2021,2
True, N/A,,,, ,," 915,789,038 ",,,,,,MRES,2021,2
False, MRES, COMMON STOCK CLASS A, 45781A107, $0.0001," 2,000,000,000 ", 03/31/2022," 915,789,038 ", 03/31/2022," 89,362,967 ", 03/31/2022, 516 , 03/31/2022,MRES,2022,2
False, MRES, COMMON STOCK CLASS A, 45781A107, $0.0001," 2,000,000,000 ", 03/31/2022," 915,789,038 ", 03/31/2022," 89,362,967 ", 03/31/2022, 516 , 03/31/2022,MRES,2022,3
False, MSEZ,,," 0,0000001"," 7,380,000,000 ", 12/31/2021," 5,278,082 ", 12/31/2021," 1,190,439 ", 12/31/2021,, 12/31/2021,MSEZ,2022,1
False, MSEZ,,," 0,0000001"," 7,380,000,000 ", 12/31/2020," 5,278,082 ", 12/31/2020," 1,190,439 ", 12/31/2020,, 12/31/2020,MSEZ,2022,3
False, MTEl, | Common Stock, 624011102, 0.001," 200,000,000 ", 12/31/2020," 89,770,365 ", 12/31/2020," 24,666,581 ", 12/31/2020, 668 , 12/31/2020,MTEI,2021,2
False, MTEl, | Common Stock, 624011102, 0.001," 200,000,000 ", 12/31/2019," 89,770,365 ", 12/31/2019," 24,666,581 ", 12/31/2019, 668 , 12/31/2019,MTEI,2021,3
False, MTEl, | Common Stock, 624011102, 0.001," 200,000,000 ", 12/31/2021," 89,770,365 ", 12/31/2021," 24,666,581 ", 12/31/2021, 668 , 12/31/2021,MTEI,2022,1
False, MTRT, Common, 591052 105, $0.01," 15,000,000 "," June 30, 2020"," 13,095,802 "," June 30, 2020"," 7,335,000 "," June 30, 2020", 514 ," June 30, 2020",MTRT,2021,1
False, MTRT, Common, 591052 105, $0.01," 15,000,000 "," June 30, 2021"," 14,670,802 "," June 30, 2021"," 7,335,000 "," June 30, 2021", 514 ," June 30, 2021",MTRT,2021,2
False, MTRT, © Common Stocks, 591052 105, $0.01," 2,000,000,000 "," June 30, 2022"," 82,512,793 "," June 30, 2022"," 5,950,703 "," June 30, 2022", 523 ," June 30, 2022",MTRT,2022,1
True,,,,, ,," 82,512,793 ",,,,,,MTRT,2022,1
False, MTRT, © Common Stocks, 591052 105, $0.01," 2,000,000,000 "," June 30, 2022"," 82,512,793 "," June 30, 2022"," 5,950,703 "," June 30, 2022", 523 ," June 30, 2022",MTRT,2022,2
True,,,,, ,," 82,512,793 ",,,,,,MTRT,2022,2
False, MWWC, Common, 57061T300, .00001," 10,900,000,000 ", 04/02/2013," 2,/78,905,549 ", 12/31/2020," 1,451,759, ", 12/31/2020, 49 , 12/31/2020,MWWC,2021,1
False, MWWC, Common, 57061T300, .00001," 10,900,000,000 ", 04/02/2013," 2,778,905,549 ", 12/31/2019," 1,451,759, ", 12/31/2019, 49 , 12/31/2019,MWWC,2021,2
False, NDTP, Common Stock, 63948Q105, $0.0001," 1,125,000,000 ", 8/17/2021," 117,876,899  ", 8/17/2021," 292,164 ", 8/17/2021, 63 , 8/17/2021,NDTP,2021,1
False, NDTP, | Common Stock, 63948Q105, $0.0001," 1,125,000,000 "," December 31, 2021"," 117,876,899 "," December 31, 2021"," 292,164 "," December 31, 2021", 63 ," December 31, 2021",NDTP,2022,2
True, Not applicable.,,,, ,," 117,876,899 ",,,,,,NDTP,2022,2
False, NDTP, | Common Stock, 63948Q105, $0.0001," 1,125,000,000 "," December 31, 2021"," 117,876,899 "," December 31, 2021"," 292,164 "," December 31, 2021", 63 ," December 31, 2021",NDTP,2022,3
True, Not applicable.,,,, ,," 117,876,899 ",,,,,,NDTP,2022,3
False, NDTP, Common Stock, 63948Q105, $0.0001," 1,125,000,000 "," December 31, 2021"," 117,876,899  "," December 31, 2021"," 292,164 "," December 31, 2021", 63 ," December 31, 2021",NDTP,2022,4
False,,,,,," February 28, 2021",," February 28, 2021",," February 28, 2021",," February 28, 2021",NFEI,2021,1
False,,,,,," February 28, 2020",," February 28, 2020",," February 28, 2020",," February 28, 2020",NFEI,2021,2
False, NFEI, COMMON, 64439S303, 0.001," 1,000,000,000 ", 02/28/2022," 74,786,517 ", 02/28/2022," 25,250,225 ", 02/28/2022, 178 , 02/28/2022,NFEI,2022,1
True,,,,, ,," 74,786,517 ",,,,,,NFEI,2022,1
False, NGRC, Common, 636268203, 0.001," 500,000,000 "," December 31, 2020"," 154,308,415 "," December 31, 2020",," December 31, 2020",," December 31, 2020",NGRC,2021,1
False, NGRC, Common, 636268203, 0.001," 500,000,000 "," December 31, 2021"," 154,308,415 "," December 31, 2021",," December 31, 2021",," December 31, 2021",NGRC,2022,1
False, NHLG, | Common Stock, 63633Y108, 0.001," 100,000,000 ", 12/31/2020," 25,275,000 ", 12/31/2020," 25,275,000 ", 12/31/2020, 12 , 12/31/2020,NHLG,2021,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020," 25,275,000 ", 12/31/2020,,,,,NHLG,2021,1
False, NHLG, | Common Stock, 63633Y108, 0.001," 100,000,000 ", 12/31/2019," 25,275,000 ", 12/31/2019," 25,275,000 ", 12/31/2019, 12 , 12/31/2019,NHLG,2021,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019," 25,275,000 ", 12/31/2019,,,,,NHLG,2021,2
False, NHLG, / Common Stock, 63633Y108, 0.001," 100,000,000 ", 12/31/2021," 25,275,000 ", 12/31/2021," 25,275,000 ", 12/31/2021, 12 , 12/31/2021,NHLG,2022,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2021," 25,275,000 ", 12/31/2021,,,,,NHLG,2022,1
False, NILA, COMMON STOCK CLASS A, 65411Y309, $0.001," 345,000,000 ", 04/30/2021," 338,062,345 ", 04/30/2021," 19,572,908 ", 04/30/2021, 38 , 04/30/2021,NILA,2021,1
False, NILA, COMMON STOCK CLASS A, 65411Y309, $0.001," 345,000,000 ", 04/30/2020," 338,062,345 ", 04/30/2020," 19,572,908 ", 04/30/2020, 38 , 04/30/2020,NILA,2021,2
False, NILA, COMMON STOCK CLASS A, 65411Y309, $0.001," 345,000,000 "," April 30, 2022"," 236,062,345  "," April 30, 2022"," 8,599,397 "," April 30, 2022", 41 ," April 30, 2022",NILA,2022,1
False, NOHO, Common, 66989U 10 9, 001," 15,000,000,000 "," August 31, 2021"," 11,854,766,540 "," August 31, 2021"," 7,397,801,784 "," August 31, 2021", 69 ," August 31, 2021",NOHO,2021,1
True,, Preferred,, .001," 5,000,000 "," August 31, 2021"," 11,854,766,540 "," August 31, 2021",,,,,NOHO,2021,1
False, NOHO, Common, 66989U 10 9, 001," 15,000,000,000 "," August 31, 2020"," 8,574,145,740 "," August 31, 2020"," 7,397,801,784 "," August 31, 2020", 69 ," August 31, 2020",NOHO,2021,2
True,, Preferred,, -001," 5,000,000 "," August 31, 2020"," 8,574,145,740 "," August 31, 2020",,,,,NOHO,2021,2
False, NOHO, Common, 66989U 10 9, 001," 15,000,000,000 "," August 31, 2019"," 8,574,145,740 "," August 31, 2019"," 7,397,801,784 "," August 31, 2019", 69 ," August 31, 2019",NOHO,2021,3
True,, Preferred,, -001," 5,000,000 "," August 31, 2019"," 8,574,145,740 "," August 31, 2019",,,,,NOHO,2021,3
