,ID,Name,Report,Date,Year,Version,Link
23,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118056/content
24,INTK,INNOVATIVE DESIGNS INC,Annual Report - INTK Annual Report Ending 12-31-2012,04/01/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/101909/content
25,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Year End Annual Report - December 31, 2011",04/02/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/76854/content
26,INTK,INNOVATIVE DESIGNS INC,Annual Report - INTK Annual Report ending 12/31/10,04/07/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/47548/content
27,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/30457/content
28,INTK,INNOVATIVE DESIGNS INC,Annual Report - INTK Annual Report for period ending 12/31/2008,03/31/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/20161/content
29,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report Ending 12-31-07,04/01/2008,2008,1,https://www.otcmarkets.com/otcapi/company/financial-report/14210/content
30,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/19/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/10942/content
0,AVOA,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - 2022 Annual Report and Financials Statements,02/06/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/358564/content
1,AVOA,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Disclosure Statement - December 31, 2022",02/06/2023,2023,2,https://www.otcmarkets.com/otcapi/company/financial-report/358565/content
2,AVOA,INNOVATIVE DESIGNS INC,"Annual Report - Disclosure Statement - December 31, 2021",03/16/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/323758/content
3,AVOA,INNOVATIVE DESIGNS INC,Annual Report - 2021 Annual Report and Financial Statements,03/16/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/323754/content
4,AVOA,INNOVATIVE DESIGNS INC,Annual Report - 2019 Annual Report,09/03/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/300840/content
5,AVOA,INNOVATIVE DESIGNS INC,Annual Report - 2020 Annual Report,08/30/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/299455/content
0,EGDD,INNOVATIVE DESIGNS INC,"Annual Report - Amended December 31, 2021 Annual Report",05/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/335360/content
1,EGDD,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/27/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/329372/content
2,EGDD,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report December 31, 2021",04/14/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/327739/content
3,EGDD,INNOVATIVE DESIGNS INC,Semi-Annual Report - Semi-Annual Report,11/10/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/310454/content
4,EGDD,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/21/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303328/content
5,EGDD,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/21/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303317/content
0,HYEG,INNOVATIVE DESIGNS INC,Annual Report - 2020 Annual Report,09/27/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304727/content
1,HYEG,INNOVATIVE DESIGNS INC,Annual Report - 2018 Annual Report,04/30/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/218379/content
2,HYEG,INNOVATIVE DESIGNS INC,Annual Report - HEC Audited Financial Report and Statement Dec 31 2017 & 2016,10/18/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/204547/content
3,HYEG,INNOVATIVE DESIGNS INC,Annual Report - HYEG 2017 Annual Report,04/16/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/191008/content
4,HYEG,INNOVATIVE DESIGNS INC,Annual Report - OTC Pink Guidelines Disclosure 01 08 2018,01/08/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/185298/content
5,HYEG,INNOVATIVE DESIGNS INC,Annual Report - Mgmt letter 11 14 17.pdf,12/29/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/185012/content
6,HYEG,INNOVATIVE DESIGNS INC,Annual Report - HEC Audited Financial Statements for 12-31-2016 and 12-31-2015,11/15/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/182628/content
0,ECRO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/20/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/328305/content
1,ECRO,INNOVATIVE DESIGNS INC,"Annual Report - Consolidated Financial Statements and Report for the Year End December 31, 2020",09/11/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301672/content
2,ECRO,INNOVATIVE DESIGNS INC,"Annual Report - Consolidated Financial Statements and Report for the Year End December 31, 2019",09/11/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301671/content
3,ECRO,INNOVATIVE DESIGNS INC,"Annual Report - Consolidated Financial Statements and Report for the Year End December 31, 2018",09/11/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/301670/content
0,ILST,INNOVATIVE DESIGNS INC,Annual Report - ILST Q4 2021 - R1,07/11/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/339278/content
1,ILST,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/08/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/323006/content
2,ILST,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Annual Reports for Periods Ending 12/31/2019 and 12/31/2020, and the Quarterly Reports for the Period Ending 3/31/2021 and 6/30/2021.",08/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/296123/content
3,ILST,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,08/12/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/295727/content
4,ILST,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,08/12/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/295726/content
5,ILST,INNOVATIVE DESIGNS INC,Annual Report - 2014 Annual Report,04/02/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/135326/content
6,ILST,INNOVATIVE DESIGNS INC,Annual Report - Annual Report & Disclosure,03/29/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/117921/content
0,WCCP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/29/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325178/content
1,WCCP,INNOVATIVE DESIGNS INC,"Annual Report - Year End December 31, 2020",08/10/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/294979/content
2,WCCP,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Wealthcraft Attorney Letter regarding Annual Report dated December 31, 2019",05/04/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/245455/content
3,WCCP,INNOVATIVE DESIGNS INC,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",04/21/2020,2020,2,https://www.otcmarkets.com/otcapi/company/financial-report/244303/content
4,WCCP,INNOVATIVE DESIGNS INC,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",04/09/2020,2020,3,https://www.otcmarkets.com/otcapi/company/financial-report/243705/content
5,WCCP,INNOVATIVE DESIGNS INC,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",04/03/2020,2020,4,https://www.otcmarkets.com/otcapi/company/financial-report/243421/content
6,WCCP,INNOVATIVE DESIGNS INC,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",03/31/2020,2020,5,https://www.otcmarkets.com/otcapi/company/financial-report/243049/content
7,WCCP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/23/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/217421/content
8,WCCP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/29/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/189772/content
9,WCCP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/15/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/167842/content
10,WCCP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/24/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/150976/content
0,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Amended 2021 Annual Report,08/31/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/346125/content
1,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report 2021,06/01/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/336390/content
2,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - 2021 Annual,05/19/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/333949/content
3,DRGV,INNOVATIVE DESIGNS INC,Annual Report - 2020 Annual,08/27/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/299041/content
4,DRGV,INNOVATIVE DESIGNS INC,Annual Report - 2009annual,08/27/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/299037/content
5,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/135007/content
6,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Dragon Capital Group 10K 12-31-13,03/31/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118140/content
7,DRGV,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report as of December 31, 2012",06/06/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/106042/content
8,DRGV,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report as of December 31, 2011",06/04/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/83127/content
9,DRGV,INNOVATIVE DESIGNS INC,"Annual Report - Dragon Capital Group Corp. 10K: December 31, 2010",04/27/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/48698/content
10,DRGV,INNOVATIVE DESIGNS INC,"Annual Report - Dragon Capital Group Corp. 10K: December 31, 2009",04/28/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31409/content
11,DRGV,INNOVATIVE DESIGNS INC,"Annual Report - Dragon Capital Group Corp. Annual Report December 31, 2008",05/05/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/20929/content
12,DRGV,INNOVATIVE DESIGNS INC,Annual Report - DRGV,06/03/2008,2008,1,https://www.otcmarkets.com/otcapi/company/financial-report/15288/content
13,DRGV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/07/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/10193/content
0,ZNNC,INNOVATIVE DESIGNS INC,Annual Report - IFRS Standards Financial Statements (23rd Fiscal years),03/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324867/content
1,ZNNC,INNOVATIVE DESIGNS INC,Annual Report - IFRS Standards Financial Statements (22nd Fiscal years),09/14/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302163/content
2,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2017 (Unaudited)",07/23/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/197956/content
3,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2016 (Unaudited)",04/18/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/169854/content
4,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2015 (Unaudited)",04/15/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/153081/content
5,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - (Amendment) December 31, 2014(Unaudited)",06/04/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/139573/content
6,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2014 (Unaudited)",03/30/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/134956/content
7,ZNNC,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2013 (Unaudited) And March 31, 2014 (Unaudited)",02/09/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/132599/content
0,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Financial Reports with Notes June 30 2021 AMENDED 09212021,09/21/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303294/content
1,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Financial Reports with Notes June 30 2021 AMENDED 080321,08/03/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/293816/content
2,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Operations Statements 06302021 AMENDED,07/26/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/292596/content
3,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Financial Reports with Notes June 30 2021,07/06/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/290522/content
4,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Shareholder Deficit June 30 2021,07/06/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/290521/content
5,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Balance Sheet 06 30 2021,07/06/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/290520/content
6,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Annual Report 06 30 2021,07/06/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/290519/content
7,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Cash Flow Statement FYE 06302017,08/04/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/176724/content
8,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Shareholder Deficit FYE 06302017,08/04/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/176723/content
9,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Operating Statements FYE 06302017,08/04/2017,2017,3,https://www.otcmarkets.com/otcapi/company/financial-report/176722/content
10,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Balance Sheet FYE 06302017,08/04/2017,2017,4,https://www.otcmarkets.com/otcapi/company/financial-report/176721/content
11,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Financial Report and Notes (06302017),08/04/2017,2017,5,https://www.otcmarkets.com/otcapi/company/financial-report/176720/content
12,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Annual Report 06302017,08/04/2017,2017,6,https://www.otcmarkets.com/otcapi/company/financial-report/176719/content
13,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Semi-Annual Cash Flow Statement 12/31/2016,05/21/2017,2017,7,https://www.otcmarkets.com/otcapi/company/financial-report/172664/content
14,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings PS Annual Cash Flow Statement 06/30/2016,05/21/2017,2017,8,https://www.otcmarkets.com/otcapi/company/financial-report/172663/content
15,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Semi-Annual Shareholder Deficit 12/31/2016,05/21/2017,2017,9,https://www.otcmarkets.com/otcapi/company/financial-report/172662/content
16,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings Annual Shareholder Defecit 6/30/2016,05/21/2017,2017,10,https://www.otcmarkets.com/otcapi/company/financial-report/172661/content
17,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Semi-Annual Cash Flow Statement 12/31/2015,05/21/2017,2017,11,https://www.otcmarkets.com/otcapi/company/financial-report/172660/content
18,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Annual Cash Flow Statement 06/30/2015,05/21/2017,2017,12,https://www.otcmarkets.com/otcapi/company/financial-report/172659/content
19,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings Semi-Annual Shareholder Defecit 6/30/2015,05/21/2017,2017,13,https://www.otcmarkets.com/otcapi/company/financial-report/172658/content
20,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings Annual Shareholder Defecit 6/30/2015,05/21/2017,2017,14,https://www.otcmarkets.com/otcapi/company/financial-report/172657/content
21,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Semi-Annual Operating Statement 12/31/2016,05/21/2017,2017,15,https://www.otcmarkets.com/otcapi/company/financial-report/172656/content
22,GLOH,INNOVATIVE DESIGNS INC,Annual Report - Glow Holdings PS Annual Operating Statement 06/30/16,05/21/2017,2017,16,https://www.otcmarkets.com/otcapi/company/financial-report/172654/content
23,GLOH,INNOVATIVE DESIGNS INC,Semi-Annual Report - Glow Holdings PS Semi-Annual Operating Statement 12/31/2015,05/21/2017,2017,17,https://www.otcmarkets.com/otcapi/company/financial-report/172652/content
