Agent Name,Phone,Email,Address,ID,Submission Year,Submission Year File Number,file,Link
 Action Stock Transfer Corp,8012741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",INSO,2021,1,INSO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307397/content
 Action Stock Transfer Corp,8012741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",INSO,2021,2,INSO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301113/content
 AMERICAN STOCK TRANSFER &TRUST COMPANY,7189218300,WWW.ASTFINANCIAL.COM, 6201 15' AVE.,INTO,2021,2,INTO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308422/content
 Nevada Agency and Transfer Company,7753220626,tiffany@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",ITNF,2021,2,ITNF_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302319/content
 Nevada Agency and Transfer Company,7753220626,tiffany@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",ITNF,2022,1,ITNF_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325581/content
" Liberty Stock Transfer, Inc.",(732)3720707,inflibertystocktransfer.com," 1041 Highw. ite 310, Atlantic Highlands. NJ 0771",JAMN,2021,1,JAMN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304646/content
" Liberty Stock Transfer, Inc.",(732)3720707,info@@libertystocktransfer.com," 788 Shrewsbury Ave., Suite 2163, Tinton Falls, NJ 07724",JAMN,2022,1,JAMN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/326086/content
" Liberty Stock Transfer, Inc.",(732)3720707,info@@libertystocktransfer.com," 788 Shrewsbury Ave., Suite 2163, Tinton Falls, NJ 07724",JAMN,2023,1,JAMN_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/362132/content
 Pacific Stock Transfer,(702)3613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,1,JGHG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346604/content
 Pacific Stock Transfer,(702)3613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,2,JGHG_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/345776/content
 Pacific Stock Transfer,(702)3613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Ste. 300, Las Vegas, NV 89119",JGHG,2022,3,JGHG_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343690/content
 Colonial Stock Transfer,(801)3555740,Jasoncarter@colonialstock.com," 66 Exchange Place, Suite 100, SLC, UT 84111",JMTM,2021,5,JMTM_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304055/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,1,JPEX_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361395/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,2,JPEX_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361314/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",JPEX,2023,3,JPEX_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361247/content
 Madison Stock Transfer,718.627.4453,MikeAjzenman<info@madisonstocktransfer.com>, 2500 Coney Island Avenue,KAST,2022,1,KAST_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321167/content
 Madison Stock Transfer,718.627.4453,MikeAjzenman<info@madisonstocktransfer.com>, 2500 Coney Island Avenue,KAST,2023,2,KAST_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/360898/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Dr, Henderson, NV 89014",KJFI,2021,1,KJFI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307610/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Dr, Henderson, NV 89014",KJFI,2021,2,KJFI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307609/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Dr, Henderson, NV 89014",KJFI,2021,3,KJFI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302837/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Dr, Henderson, NV 89014",KJFI,2021,4,KJFI_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302836/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Drive, Henderson, NV 89014",KJFI,2022,1,KJFI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331213/content
" Empire Stock Transfer, Inc.",(702)8185898,info@empirestock.com," 1859 Whitney Mesa Drive, Henderson, NV 89014",KJFI,2023,1,KJFI_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358502/content
 Transfer Online,503.227.2950,www.transferonline.com, 512 SE Salmon St.,KLYG,2021,1,KLYG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306207/content
 Transfer Online,503.227.2950,www.transferonline.com, 512 SE Salmon St.,KLYG,2021,2,KLYG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303236/content
 Transfer Online,503.227.2950,www.transferonline.com, 512 SE Salmon St.,KLYG,2021,4,KLYG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303213/content
 Transfer Online,503.227.2950,www.transferonline.com, 512 SE Salmon St.,KLYG,2021,5,KLYG_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301804/content
 Transfer Online,503.2272950,www.transferonline.com, 512 SE Salmon St.,KLYG,2022,1,KLYG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/342472/content
 Transfer Online,503.227.2950,www.transferonline.com, 512 SE Salmon St.,KLYG,2022,2,KLYG_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/320469/content
 Transfer Online,(503)2272950,www.transferonline.com, 512 SE Salmon St.,KLYG,2023,1,KLYG_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361934/content
 Action Stock Transfer Company,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Ste. 214, Salt Lake City, UT 84121",KWIK,2021,1,KWIK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304597/content
" Broadridge Financial Solutions, Inc.",(631)2574154,Christina.Sotiriou@broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15"" Floor | Newark, NJ 07102",LBAS,2021,3,LBAS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/313867/content
" Broadridge Financial Solutions, Inc.",(631)2574154,Christina.Sotiriou@broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15'"" Floor | Newark, NJ 07102",LBAS,2022,1,LBAS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/354468/content
" Broadridge Financial Solutions, Inc.",(631)2574154,Christina.Sotiriou@broadridge.com," 2 Gateway Center| 283 -299 Market Street, 15'"" Floor | Newark, NJ 07102",LBAS,2022,3,LBAS_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/353688/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1st Fl, Salt Lake City, UT 84111",LBTD,2021,1,LBTD_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301494/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1st Fl, Salt Lake City, UT 84111",LBTD,2021,2,LBTD_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300552/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,1,LBTD_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339442/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,2,LBTD_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339435/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1“ Fl, Salt Lake City, UT 84111",LBTD,2022,3,LBTD_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339086/content
" Colonial Stock Transfer Co, Inc.",(801)3555740,info@colonialstock.com," 66 Exchange PI 1°‘ Fl, Salt Lake City, UT 84111",LBTD,2022,4,LBTD_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/337291/content
" Madison Stock Transfer, Inc.",(718)6274453,info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2021,1,LGBS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311388/content
" Madison Stock Transfer, Inc.",(718)6274453,info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2021,2,LGBS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311379/content
" Madison Stock Transfer, Inc.",(718)6274453,info@madisonstocktransfer.com, 2500 Coney Island Avenue,LGBS,2022,1,LGBS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319560/content
" Vstock Transfer, LLC",212.828.8436,info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,13,LOTE_2021_Annual_13.txt,https://www.otcmarkets.com/otcapi/company/financial-report/290636/content
" Vstock Transfer, LLC",212.828.8436,info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,14,LOTE_2021_Annual_14.txt,https://www.otcmarkets.com/otcapi/company/financial-report/290060/content
" Vstock Transfer, LLC",212.828.8436,info@vstocktransfer.com, 18 Lafayette Place,LOTE,2021,15,LOTE_2021_Annual_15.txt,https://www.otcmarkets.com/otcapi/company/financial-report/290059/content
 Globex Transfer Inc.,(813)3444490,mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,1,LVYN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302049/content
 Globex Transfer Inc.,(813)3444490,mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,2,LVYN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302048/content
 Globex Transfer Inc.,(813)3444490,mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,5,LVYN_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300978/content
 Globex Transfer Inc.,(813)3444490,mt@globextransfer.com, 780 Deltona Blvd.,LVYN,2021,6,LVYN_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300976/content
 Signature Stock Transfer Inc.,(972)6124120,jason@signaturestocktransfer.com," 14673 Midway Road, Suite #220",LVYN,2022,1,LVYN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340408/content
 Action Stock Transfer,8012741088,job@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",LWLW,2022,1,LWLW_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323292/content
 Action Stock Transfer,8012741088,job@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",LWLW,2022,2,LWLW_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323291/content
 Action Stock Transfer Corporation,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",MBCI,2021,1,MBCI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304292/content
 Computershare Investor Services,2016804236,Marleen.GrandesonMills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2021,3,MCAP_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307462/content
 Computershare Investor Services,2016804236,Marleen.GrandesonMills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2021,4,MCAP_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305979/content
 Computershare Investor Services,2016804236,Marleen.GrandesonMills@computershare.com," 150 Royall Street, Canton, MA 02021",MCAP,2022,1,MCAP_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/320390/content
 Manhattan Transfer Registrar Co.,6319287655,dcarlo@mtrco.com," 38B Sheep Pasture Road, Port Jefferson, NY 11777",MDCE,2021,1,MDCE_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294228/content
 Manhattan Transfer Registrar Co.,6319287655,dcarlo@mtrco.com," 38B Sheep Pasture Road, Port Jefferson, NY 11777",MDCE,2021,2,MDCE_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294227/content
 Manhattan Transfer Registrar Co,6319287655,dcarlo@mtrco.com," 38B Sheep Pasture Rd, Port Jefferson, NY 11777",MDCE,2023,1,MDCE_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361244/content
 Pacific Stock Transfer,8007857782,info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2021,4,MDMN_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301676/content
 Pacific Stock Transfer,8007857782,info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2021,5,MDMN_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301675/content
 Pacific Stock Transfer,8007857782,info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",MDMN,2022,5,MDMN_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325323/content
 Broadridge Financial Solutions Inc.,6106497300,www.broadridge.com," 51 Mercedes Way, Suite 1300, Philadelphia, PA 11717",MHYR,2021,1,MHYR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306942/content
 Broadridge Financial Solutions Inc.,6106497300,www.broadridge.com," 51 Mercedes Way, Suite 1300, Philadelphia, PA 11717",MHYR,2021,2,MHYR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306941/content
" Vstock Transfer, LLC",(212)8288436,Thomas@Vstocktransfer.com," 18 Lafayette Place Woodmire, NY 11598",MLCG,2021,1,MLCG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304526/content
" Vstock Transfer, LLC",(212)8288436,Thomas@Vstocktransfer.com," 18 Lafayette Place Woodmire, NY 11598",MLCG,2021,3,MLCG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304524/content
 Securities Transfer Corporation,(469)6330101,info@stctransfer.com," 2901 N Dallas Parkway, Suite 380, Plano, TX 75093",MOCI,2021,1,MOCI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302395/content
 Securities Transfer Corporation,(469)6330101,info@stctransfer.com," 2901 N Dallas Parkway, Suite 380, Plano, TX 75093",MOCI,2022,1,MOCI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/326766/content
 Corporate Stock Transfer,3032824800,vickie.quidry@equiniti.com," 3200 Cherry Creek Drive S #430, Denver, CO 80209",MRDH,2021,1,MRDH_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305058/content
 MANHATTAN TRANSFER REGISTAR CO,(631)9287655,dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2021,1,MRES_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295744/content
 MANHATTAN TRANSFER REGISTAR CO,(631)9287655,dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2021,2,MRES_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295740/content
 MANHATTAN TRANSFER REGISTAR CO,(631)9287655,dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2022,2,MRES_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340943/content
 MANHATTAN TRANSFER REGISTAR CO,(631)9287655,dcarlo@mtrco.com," 57 Eastwood Road, Miller Place, NY 17764",MRES,2022,3,MRES_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338383/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2021,1,MTRT_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295539/content
" Olde Monmouth Stock Transfer Co., Inc.",7328722727,matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2021,2,MTRT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295538/content
" Olde Monmouth Stock Transfer Co., Inc.",(732)8722727,matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2022,1,MTRT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348607/content
" Olde Monmouth Stock Transfer Co., Inc.",(732)8722727,matt@oldemonmouth.com," 200 Memorial Parkway, Atlantic Highlands, NJ 07716",MTRT,2022,2,MTRT_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347656/content
 Issuer Direct,9197442722,info@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",MWWC,2021,1,MWWC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302196/content
 Issuer Direct,9197442722,info@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",MWWC,2021,2,MWWC_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302195/content
 Transfer Online,(503)2272950,info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,1,MYSN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315093/content
 Transfer Online,(503)2272950,info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,3,MYSN_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303111/content
 Transfer Online,(503)2272950,info@transferonline.com," 512 SE Salmon Street, Second Floor, Portland OR 97214-2444",MYSN,2021,4,MYSN_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302777/content
 Action Stock Transfer Corporation,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2021,1,NDTP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304645/content
 Action Stock Transfer Corporation,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,2,NDTP_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332458/content
 Action Stock Transfer Corporation,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,3,NDTP_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331182/content
 Action Stock Transfer Corporation,(801)2741088,jb@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, UT 84121",NDTP,2022,4,NDTP_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329564/content
 Securities Transfer Corporation,(469)6330101,stc@stctransfer.com," 2901 N. Dallas Pkwy., Suite 380, Plano, TX 75093",NDTP,2023,1,NDTP_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361999/content
 Issuer Direct Corporation,8012729294,Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2021,1,NFEI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293412/content
 Issuer Direct Corporation,8012729294,Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2021,2,NFEI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293411/content
 Issuer Direct Corporation,0142729294,Krista.Riley@issuerdirect.com," Murray Holladay Rd Suite 100, SLC UT 84117",NFEI,2022,1,NFEI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335088/content
 Empire Stock Transfer,(702)8185898,info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2021,1,NILA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295749/content
 Empire Stock Transfer,(702)8185898,info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2021,2,NILA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294502/content
 Empire Stock Transfer,(702)8185898,info@empirestock.com," 1859 Whitney Mesa Drive, Henderson. NV 89014",NILA,2022,1,NILA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346617/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,1,NNRI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311323/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,2,NNRI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311320/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,3,NNRI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311316/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,4,NNRI_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301348/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,5,NNRI_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301345/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2021,6,NNRI_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301343/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2022,1,NNRI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/342645/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",NNRI,2022,2,NNRI_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325619/content
 Pacific Stock Transfer Company,(702)3613033,PaulBednar<paulacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,1,NOHO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314303/content
 Pacific Stock Transfer Company,(702)3613033,PaulBednar<paulacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,2,NOHO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295286/content
 Pacific Stock Transfer Company,(702)3613033,PaulBednar<paulacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2021,3,NOHO_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295280/content
 Pacific Stock Transfer Company,(702)3613033,PaulBednar<paul@pacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2022,1,NOHO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/353242/content
 Pacific Stock Transfer Company,(702)3613033,PaulBednar<paulacificstocktransfer.com>," 6725 Via Austi Pkwy, Suite 300",NOHO,2022,2,NOHO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317203/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2021,1,NOUV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301697/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2021,2,NOUV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301696/content
 Pacific Stock Transfer Company,8007857782,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",NOUV,2022,1,NOUV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324194/content
 Action Stock Transfer Corporation,(801)2741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2021,1,NRPR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302887/content
 Action Stock Transfer Corporation,(801)2741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2021,2,NRPR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302886/content
 Action Stock Transfer Corporation,(801)2741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City UT 84121",NRPR,2022,1,NRPR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/326299/content
" Mountain Share Transfer, LLC",(404)4743110,service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2021,2,NSPT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302363/content
" Mountain Share Transfer, LLC",(404)4743110,service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2021,3,NSPT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302362/content
" Mountain Share Transfer, LLC",(404)4743110,service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2022,1,NSPT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324068/content
" Mountain Share Transfer, LLC",(404)4743110,service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2023,1,NSPT_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361516/content
" Mountain Share Transfer, LLC",(404)4743110,service@mountainsharetransfer.com," 2030 Powers Ferry Rd. SE, Suite # 212, Atlanta, GA 30339",NSPT,2023,2,NSPT_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/359035/content
